tipo_muerte,zona,subzona,distrito,circuito,codigo_subcircuito,subcircuito,provincia,codigo_provincia,canton,codigo_canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,fecha_infraccion,hora_infraccion,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,edad,medida_edad,sexo,genero,etnia,estado_civil,nacionalidad,discapacidad,profesion_registro_civil,instruccion
ASESINATO,ZONA 9,D.M. QUITO,LA DELICIA,MENA DEL HIERRO,17D03C07S01,MENA DEL HIERRO 1,PICHINCHA,17,QUITO,1701,-0.11231,-78.50856,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,05:50:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,ROBO DE CARROS,HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,VALLE HERMOSO,08D01C08S02,VALLE HERMOSO 2,ESMERALDAS,08,ESMERALDAS,0801,0.91449,-79.69162,URBANO,VIA PUBLICA,PUBLICO,2025-03-04 00:00:00,07:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,48,A,HOMBRE,MASCULINO,AFRO,CASADO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURAN,ARBOLITO,09D24C07S03,ARBOLITO 3,GUAYAS,09,DURAN,0907,-2.15261,-79.83307,URBANO,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,09:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO PARTICULAR,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,7 LAGOS,09D01C04S03,7 LAGOS 3,GUAYAS,09,GUAYAQUIL,0901,-2.25148,-79.88206,URBANO,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,14:35:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,BASTION POPULAR NORTE,09D07C03S02,BASTION POPULAR NORTE 2,GUAYAS,09,GUAYAQUIL,0901,-2.08638,-79.93163,URBANO,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,23:05:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,BASTION POPULAR NORTE,09D07C03S02,BASTION POPULAR NORTE 2,GUAYAS,09,GUAYAQUIL,0901,-2.08638,-79.93163,URBANO,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,23:05:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAISO LA FLOR,09D08C03S04,PARAISO LA FLOR 4,GUAYAS,09,GUAYAQUIL,0901,-2.10419,-79.96039,URBANO,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,12:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,NARANJAL BALAO,BALAO,09D12C02S01,BALAO 1,GUAYAS,09,BALAO,0903,-2.90817,-79.81687,URBANO,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,01:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,16,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTION,09D08C04S07,FLOR DE BASTION 7,GUAYAS,09,GUAYAQUIL,0901,-2.09063,-79.96835,URBANO,VIA PUBLICA,PUBLICO,2025-03-04 00:00:00,11:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,CONDUCTOR,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,JUAN MONTALVO,09D06C04S06,JUAN MONTALVO 6,GUAYAS,09,GUAYAQUIL,0901,-2.12558,-79.92754,URBANO,VIA PUBLICA,PUBLICO,2025-03-02 00:00:00,12:30:00,OTROS,NINGUNA,DELINCUENCIA COMUN,ROBO A PERSONAS,HERIDAS CONTUSAS,25,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CISNE,09D04C01S04,CISNE 4,GUAYAS,09,GUAYAQUIL,0901,-2.22199,-79.92293,URBANO,HOSPITALES,PRIVADO,2025-03-03 00:00:00,22:05:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA NORTE,09D02C04S02,TRINITARIA NORTE 2,GUAYAS,09,GUAYAQUIL,0901,-2.22838,-79.91913,URBANO,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,21:45:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,EMPALME,EL ROSARIO,09D15C01S01,EL ROSARIO 1,GUAYAS,09,EMPALME,0908,-1.05359,-79.80759,RURAL,CASA/VILLA,PRIVADO,2025-03-05 00:00:00,14:00:00,ARMA CONTUNDENTE,OBJETO CONTUSO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,ESTRANGULACION,51,A,HOMBRE,MASCULINO,NO DETERMINADO,CASADO,ECUADOR,NINGUNA,AGRICULTOR,SIN_DATO
ASESINATO,ZONA 4,MANABI,ROCAFUERTE,LA FLORIDA,13D12C03S01,LA FLORIDA 1,MANABI,13,TOSAGUA,1315,-0.71913,-80.30555,RURAL,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,08:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,BABAHOYO,POSA DE MATE,12D01C10S01,POSA DE MATE 1,LOS RIOS,12,BABAHOYO,1201,-1.68421,-79.55472,RURAL,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,06:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BACHILLERATO
ASESINATO,ZONA 5,LOS RIOS,BUENA FE,BUENA FE ESTE,12D06C04S01,BUENA FE ESTE 1,LOS RIOS,12,BUENA FE,1210,-0.89118,-79.46829,RURAL,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,14:15:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMUN,ROBO EN EJES VIALES O CARRETERAS,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,PUEBLOVIEJO,SAN JUAN,12D02C02S02,SAN JUAN 2,LOS RIOS,12,PUEBLOVIEJO,1204,-1.62503,-79.55839,URBANO,VIA PUBLICA,PUBLICO,2025-02-24 00:00:00,18:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 3,CHIMBORAZO,GUANO,SAN ANDRES,06D05C01S01,SAN ANDRES 1,CHIMBORAZO,06,GUANO,0607,-1.60465,-78.69525,RURAL,GASOLINERAS,PRIVADO,2025-03-04 00:00:00,23:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,ROBO A UNIDADES ECONOMICAS,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,EMPLEADO PRIVADO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,JUJAN SIMON BOLIVAR,JUJAN ESTE,09D11C01S01,JUJAN ESTE 1,GUAYAS,09,ALFREDO BAQUERIZO MORENO,0902,-1.98315,-79.56928,RURAL,FINCA,PRIVADO,2025-03-06 00:00:00,13:00:00,ARMA BLANCA,CORTO PUNZANTE,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA BLANCA,22,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,NINGUNA
ASESINATO,ZONA 5,LOS RIOS,BABAHOYO,ISLA DE BEJUCAL,12D01C16S01,ISLA DE BEJUCAL 1,LOS RIOS,12,BABA,1202,-1.67715,-79.61844,RURAL,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,07:50:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,INGENIERO,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,BABAHOYO,ISLA DE BEJUCAL,12D01C16S01,ISLA DE BEJUCAL 1,LOS RIOS,12,BABA,1202,-1.67715,-79.61844,RURAL,VIA PUBLICA,PUBLICO,2025-03-05 00:00:00,07:50:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,BABAHOYO,LA UNION,12D01C09S01,LA UNION 1,LOS RIOS,12,BABAHOYO,1201,-1.71621,-79.37832,RURAL,HACIENDAS,PRIVADO,2025-02-17 00:00:00,12:00:00,CONSTRICTORA,SOGA,DELINCUENCIA COMUN,AMENAZA,ESTRANGULACION,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,PUEBLOVIEJO,PUEBLO VIEJO,12D02C01S01,PUEBLO VIEJO 1,LOS RIOS,12,PUEBLOVIEJO,1204,-1.55144,-79.53456,URBANO,MERCADOS,PUBLICO,2025-03-06 00:00:00,15:00:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,56,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,AGRICULTOR,SIN_DATO
ASESINATO,ZONA 7,LOJA,LOJA,ZAMORA HUAYCO,11D01C05S01,ZAMORA HUAYCO 1,LOJA,11,LOJA,1101,-4.00437,-79.19312,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,2025-03-06 00:00:00,11:00:00,OTROS,FUNDA,DELINCUENCIA COMUN,AMENAZA,SOFOCACION,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 4,MANABI,MANTA,LA PRADERA,13D02C02S01,LA PRADERA 1,MANABI,13,MANTA,1308,-0.96576,-80.7042,URBANO,OTROS LOCALES COMERCIALES,PRIVADO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 4,MANABI,MANTA,CUBA,13D02C10S03,CUBA 3,MANABI,13,MANTA,1308,-0.98845,-80.70723,URBANO,CASA/VILLA,PRIVADO,2025-03-06 00:00:00,17:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,VALLE HERMOSO,08D01C08S02,VALLE HERMOSO 2,ESMERALDAS,08,ESMERALDAS,0801,0.90966,-79.69313,URBANO,CASA/VILLA,PRIVADO,2025-03-06 00:00:00,12:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,61,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,WILSON FRANCO,07D02C18S01,WILSON FRANCO 1,EL ORO,07,MACHALA,0701,-3.26198,-79.99307,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,23:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,37,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,BUENA FE,BUENA FE ESTE,12D06C04S01,BUENA FE ESTE 1,LOS RIOS,12,BUENA FE,1210,-0.89353,-79.48639,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,15,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,BUENA FE,BUENA FE ESTE,12D06C04S01,BUENA FE ESTE 1,LOS RIOS,12,BUENA FE,1210,-0.89353,-79.48639,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,PLAYAS,PLAYAS,09D22C01S01,PLAYAS 1,GUAYAS,09,PLAYAS,0921,-2.6361,-80.39699,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,19:55:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,QUININDE,LA UNION,08D04C08S02,LA UNION 2,ESMERALDAS,08,QUININDE,0804,0.10619,-79.43967,RURAL,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,04:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,LIBERTAD SALINAS,SALINAS CENTRO,24D02C05S03,SALINAS CENTRO 3,SANTA ELENA,24,SALINAS,2403,-2.20807,-80.95019,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,16:30:00,ARMA BLANCA,CUCHILLO,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA BLANCA,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,PASAJE,BAJO ALTO,07D01C04S01,BAJO ALTO 1,EL ORO,07,EL GUABO,0706,-3.24085,-79.83122,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,02:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,VENEZUELA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,20,A,NO DETERMINADO,MASCULINO,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,BACHILLER INFORMATIC,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,GUAYAS,09,GUAYAQUIL,0901,-2.13383,-79.97077,URBANO,VIA PUBLICA,PUBLICO,2025-03-06 00:00:00,17:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO
